BRAND_NAME,COMMON_NAME_x,ORIGINALCODE_x,LENGTH(ORIGINALCODE),L_R_x,PEIJIAN,COMMON_NAME_y,ORIGINALCODE_y,L_R_y,DISTINCT_SUM,len_y
进口奥迪,前挡风玻璃饰条（左）,8W6854327B9B9,13,左,前挡风玻璃饰条,前挡风玻璃饰条（右）,8W6854328B9B9,右,1,1
众泰,后门（左）,00517346170E,12,左,后门,后门（右）,00517346160E,右,1,1
北京,前雾灯罩（左）,E00097540,9,左,前雾灯罩,前雾灯罩（右）,E00097541,右,1,1
华晨鑫源,侧围总成（左）,5401000-D01,11,左,侧围总成,侧围总成（右）,5402000-D01,右,1,1
比亚迪,前叶子板轮眉（左）,11665376-00,11,左,前叶子板轮眉,前叶子板轮眉（右）,11665377-00,右,1,1
一汽奔腾,后门玻璃升降器（左）,FC0173560A,10,左,后门玻璃升降器,后门玻璃升降器（右）,FC0172560A,右,1,1
东风悦达起亚,后门线束（左）,916504X010,10,左,后门线束,后门线束（右）,916604X010,右,1,1
荣威,前雾灯（左）,XBD90011A,9,左,前雾灯,前雾灯（右）,XBD90010A,右,1,1
云度,前大灯（左）,A4100330,8,左,前大灯,前大灯（右）,A4100320,右,1,1
上汽通用五菱,滑门内开拉手（左）,0C4007,6,左,滑门内开拉手,滑门内开拉手（右）,0C4008,右,1,1
华宇达,中立柱（左）,0I0036,6,左,中立柱,中立柱（右）,0I0035,右,1,1
北汽,前示宽灯（左）,1B22037100007,13,左,前示宽灯,前示宽灯（右）,1B22037100008,右,1,1
众泰,前大灯支架（左）,T6005301450001B11,17,左,前大灯支架,前大灯支架（右）,T6005301460001B11,右,1,1
汉腾,背门撑杆（左）,6309074002-B15,14,左,背门撑杆,背门撑杆（右）,6309074003-B15,右,1,1
北京现代,车顶窗帘气囊（左）,H850102W000,11,左,车顶窗帘气囊,车顶窗帘气囊（右）,H850202W000,右,1,1
力帆,前门铰链（左）,L6106100,8,左,前门铰链,前门铰链（右）,L6106200,右,1,1
斯达,侧围总成（左）,AZ1644200001,12,左,侧围总成,侧围总成（右）,AZ1644200011,右,1,1
一汽大众,前门槛内板（左）,L5C6810607,10,左,前门槛内板,前门槛内板（右）,L5C6810608,右,1,1
众泰,前雾灯座（左）,X5-2803104002-T22-T2741A,24,左,前雾灯座,前雾灯座（右）,X5-2803104001-T22-T2741A,右,1,1
长丰猎豹,前转向灯（左）,MR108293,8,左,前转向灯,前转向灯（右）,MR108294,右,1,1
一汽奥迪,后保险杠反射器（左）,L8RD 945 095,12,左,后保险杠反射器,后保险杠反射器（右）,L8RD 945 096,右,1,1
进口梅赛德斯-奔驰,前门外拉手固定框（左）,A2047602334,11,左,前门外拉手固定框,前门外拉手固定框（右）,A2047602434,右,1,1
厦门金龙,前雾灯（左）,92201-8A100,11,左,前雾灯,前雾灯（右）,92202-8A100,右,1,1
潍柴,后座椅安全带（左）,0B2043,6,左,后座椅安全带,后座椅安全带（右）,0B2042,右,1,1
一汽海马,前大灯安装底板（左）,FA035413YM1,11,左,前大灯安装底板,前大灯安装底板（右）,FA035313YM1,右,1,1
东风标致,天窗排水管（左）,9811032980,10,左,天窗排水管,天窗排水管（右）,9811032880,右,1,1
奇瑞,前保险杠饰条（左）,M112803531BCDQ,14,左,前保险杠饰条,前保险杠饰条（右）,M112803532BCDQ,右,1,1
跃进,前门（左）,801010T500,10,左,前门,前门（右）,801000T500,右,1,1
东风,后叶子板饰条（左）,5006105FK01,11,左,后叶子板饰条,后叶子板饰条（右）,5006106FK01,右,1,1
奇瑞,后门框密封条（左）,T116207110PF,12,左,后门框密封条,后门框密封条（右）,T116207120PF,右,1,1
None,前转向节（左）,23B01B003,9,左,前转向节,前转向节（右）,23B01B004,右,1,1
广汽传祺,前门密封条（左）,5410061ASV0000M10,17,左,前门密封条,前门密封条（右）,5410062ASV0000M10,右,1,1
长安,发动机侧护板（左）,2802110BD01,11,左,发动机侧护板,发动机侧护板（右）,2802120BD01,右,1,1
长安福特,前门玻璃绒槽（左）,M4M51A21511AL,13,左,前门玻璃绒槽,前门玻璃绒槽（右）,M4M51A21510AL,右,1,1
进口吉普,侧围外板（左）,68102363AD,10,左,侧围外板,侧围外板（右）,68102362AD,右,1,1
东风,前挡风玻璃饰条（左）,727632S400,10,左,前挡风玻璃饰条,前挡风玻璃饰条（右）,727622S400,右,1,1
陕汽,前挡风玻璃雨刮臂（左）,JYJY10280,9,左,前挡风玻璃雨刮臂,前挡风玻璃雨刮臂（右）,JYJY10281,右,1,1
东风,前雾灯罩（左）,D111116,7,左,前雾灯罩,前雾灯罩（右）,D111118,右,1,1
天津一汽丰田,后半轴（左）,423400N023,10,左,后半轴,后半轴（右）,423300N023,右,1,1
北汽,后门玻璃外压条（左）,62070410B02B00,14,左,后门玻璃外压条,后门玻璃外压条（右）,62070420B02B00,右,1,1
进口梅赛德斯-奔驰,行李箱盖铰链（左）,2217500128,10,左,行李箱盖铰链,行李箱盖铰链（右）,2217500228,右,1,1
广汽乘用车,前门玻璃绒槽（左）,5410091ASV0000M10,17,左,前门玻璃绒槽,前门玻璃绒槽（右）,5410092ASV0000M10,右,1,1
一汽海马,尾灯灯座（左）,C10071442FL1,12,左,尾灯灯座,尾灯灯座（右）,C10070442FL1,右,1,1
长安,尾灯灯座（左）,5421130BN01,11,左,尾灯灯座,尾灯灯座（右）,5422130BN01,右,1,1
奔驰,前保险杠饰条（左）,A2928850321,11,左,前保险杠饰条,前保险杠饰条（右）,A2928850421,右,1,1
东风,前门骨架（左）,6101110-SA01,12,左,前门骨架,前门骨架（右）,6101210-SA01,右,1,1
红旗,前保险杠饰条（左）,2803261-JA,10,左,前保险杠饰条,前保险杠饰条（右）,2803262-JA,右,1,1
江淮,发动机侧护板（左）,2802010U8510,12,左,发动机侧护板,发动机侧护板（右）,2802020U8510,右,1,1
东风标致,行李箱盖内饰板（左）,YL001845ZD,10,左,行李箱盖内饰板,行李箱盖内饰板（右）,YL001846ZD,右,1,1
海马,前大灯（左）,SA11-51-040,11,左,前大灯,前大灯（右）,SA11-51-030,右,1,1
奇瑞,前保险杠支架（左）,JYJY10036,9,左,前保险杠支架,前保险杠支架（右）,JYJY10037,右,1,1
福建启腾,前大灯支架（左）,R50A14A019,10,左,前大灯支架,前大灯支架（右）,R50A14A079,右,1,1
江淮扬天,后悬架反作用杆（左）,JYJY12064,9,左,后悬架反作用杆,后悬架反作用杆（右）,JYJY12065,右,1,1
福达,车顶内装饰条（左）,0A2016,6,左,车顶内装饰条,车顶内装饰条（右）,0A2017,右,1,1
东风标致,前门密封条（左）,YL355880,8,左,前门密封条,前门密封条（右）,YL355180,右,1,1
上汽通用别克,倒车镜电机（左）,9011070,7,左,倒车镜电机,倒车镜电机（右）,9011071,右,1,1
斯达,倒车镜支座（左）,WG1642770054,12,左,倒车镜支座,倒车镜支座（右）,WG1646770054,右,1,1
马自达,引擎盖铰链（左）,EG21-52-420B,12,左,引擎盖铰链,引擎盖铰链（右）,EG21-52-410B,右,1,1
徐工,前保险杠包角（左）,JYJY10003,9,左,前保险杠包角,前保险杠包角（右）,JYJY10004,右,1,1
起亚,前门内饰板（左）,823084X020WK,12,左,前门内饰板,前门内饰板（右）,823084X010WK,右,1,1
进口凯迪拉克,车顶窗帘气囊（左）,20861354,8,左,车顶窗帘气囊,车顶窗帘气囊（右）,20861353,右,1,1
南骏,门槛边梁（左）,JYJY13551,9,左,门槛边梁,门槛边梁（右）,JYJY13552,右,1,1
北汽新能源,后轮挡泥板（左）,E00018931,9,左,后轮挡泥板,后轮挡泥板（右）,E00018932,右,1,1
南骏,前侧围外板（左）,JYJY13372,9,左,前侧围外板,前侧围外板（右）,JYJY13371,右,1,1
进口宝马,后门窗框外饰板（左）,51357289677,11,左,后门窗框外饰板,后门窗框外饰板（右）,51357289678,右,1,1
吉利,后悬架定位臂（左）,1014025636,10,左,后悬架定位臂,后悬架定位臂（右）,1014025635,右,1,1
一汽马自达,前叶子板固定架（左）,GV9S52240-#M1,13,左,前叶子板固定架,前叶子板固定架（右）,GV9S52140-#M1,右,1,1
上汽通用雪佛兰,行李箱盖扭力杆（左）,9048643,7,左,行李箱盖扭力杆,行李箱盖扭力杆（右）,9048644,右,1,1
长城,后底大边（左）,5006630XKY28A,13,左,后底大边,后底大边（右）,5006640XKY28A,右,1,1
江淮,后门玻璃（左）,878034A212BGL,13,左,后门玻璃,后门玻璃（右）,878044A212BGL,右,1,1
江铃,前挡风玻璃雨刮片（左）,E2-5205040A,11,左,前挡风玻璃雨刮片,前挡风玻璃雨刮片（右）,E2-5205045A,右,1,1
东风悦达起亚,后座椅安全带（左）,0B2070,6,左,后座椅安全带,后座椅安全带（右）,0B2071,右,1,1
华晨宝马,水箱导流板（左）,EH4556253B,10,左,水箱导流板,水箱导流板（右）,EH4556251B,右,1,1
上汽通用雪佛兰,侧门槛饰板（左）,95417257,8,左,侧门槛饰板,侧门槛饰板（右）,95417258,右,1,1
起亚,行李箱盖铰链（左）,792102T000,10,左,行李箱盖铰链,行李箱盖铰链（右）,792202T000,右,1,1
长安铃木,前雾灯（左）,35502C70C00000,14,左,前雾灯,前雾灯（右）,35501C70C00000,右,1,1
江淮,前门锁机构（左）,6105100U2010,12,左,前门锁机构,前门锁机构（右）,6105200U2010,右,1,1
长丰猎豹,后门密封条（左）,MB893573,8,左,后门密封条,后门密封条（右）,MB893576,右,1,1
福田,水箱导流板（左）,JYJY10884,9,左,水箱导流板,水箱导流板（右）,JYJY10885,右,1,1
上汽通用凯迪拉克,后门玻璃（左）,9066183,7,左,后门玻璃,后门玻璃（右）,9066184,右,1,1
捷豹,倒车镜转向灯（左）,T2H9672,7,左,倒车镜转向灯,倒车镜转向灯（右）,T2H9671,右,1,1
福德,引擎盖铰链（左）,JYJY10125,9,左,引擎盖铰链,引擎盖铰链（右）,JYJY10124,右,1,1
广汽乘用车,前叶子板加强件（左）,4012281BAC0000A00,17,左,前叶子板加强件,前叶子板加强件（右）,4013281BAC0000A00,右,1,1
雪佛兰,前叶子板灯（左）,90871887,8,左,前叶子板灯,前叶子板灯（右）,90871888,右,1,1
斯达,驾驶室后支架（左）,JYJY11837,9,左,驾驶室后支架,驾驶室后支架（右）,JYJY11838,右,1,1
雪佛兰,行李箱盖铰链（左）,26215689,8,左,行李箱盖铰链,行李箱盖铰链（右）,26215688,右,1,1
众泰,前门锁总成（左）,X56105030001T22T2743A,21,左,前门锁总成,前门锁总成（右）,X56105040001T22T2743A,右,1,1
进口凯迪拉克,前雾灯罩（左）,25778388,8,左,前雾灯罩,前雾灯罩（右）,25778389,右,1,1
一汽奥迪,侧安全气囊（左）,L8RD880441B6PS,14,左,侧安全气囊,侧安全气囊（右）,L8RD880442B6PS,右,1,1
东风雪铁龙,尾灯外饰板（左）,YL00996780,10,左,尾灯外饰板,尾灯外饰板（右）,YL00996880,右,1,1
解放,前门玻璃（左）,6103021-A01/C,13,左,前门玻璃,前门玻璃（右）,6103022-A01/C,右,1,1
东风,前制动硬管（左）,D110596,7,左,前制动硬管,前制动硬管（右）,D110595,右,1,1
欧拉,前叶子板内衬（左）,5512110XN20XA,13,左,前叶子板内衬,前叶子板内衬（右）,5512120XN20XA,右,1,1
东风,驾驶室遮阳板支架（左）,0A8005,6,左,驾驶室遮阳板支架,驾驶室遮阳板支架（右）,0A8006,右,1,1
一汽大众,侧围总成（左）,3C5809605,9,左,侧围总成,侧围总成（右）,3C5809606,右,1,1
东风标致,前减震器螺旋弹簧（左）,9809808280,10,左,前减震器螺旋弹簧,前减震器螺旋弹簧（右）,9809808080,右,1,1
一汽大众,车顶外装饰板（左）,L5G4809437,10,左,车顶外装饰板,车顶外装饰板（右）,L5G4809438,右,1,1
长安福特,车顶窗帘气囊（左）,DS7354042D95AH,14,左,车顶窗帘气囊,车顶窗帘气囊（右）,DS7354042D94AH,右,1,1
重汽王牌,后保险杠支架（左）,JYJY12372,9,左,后保险杠支架,后保险杠支架（右）,JYJY12373,右,1,1
华晨宝马,前半轴（左）,31607597693,11,左,前半轴,前半轴（右）,31607597694,右,1,1
江淮,侧围外板（左）,71511-4A101E,12,左,侧围外板,侧围外板（右）,71811-4A101E,右,1,1
汉腾,前门（左）,6101010001-B15,14,左,前门,前门（右）,6101010002-B15,右,1,1
上汽通用别克,前门三角玻璃（左）,9043010,7,左,前门三角玻璃,前门三角玻璃（右）,9043011,右,1,1
天津一汽,前大灯罩（左）,81171-52340,11,左,前大灯罩,前大灯罩（右）,81131-52340,右,1,1
众泰,前门框密封条（左）,T6006107030001B1127549,22,左,前门框密封条,前门框密封条（右）,T6006107040001B1127549,右,1,1
郑州日产,后门锁总成（左）,825019S500,10,左,后门锁总成,后门锁总成（右）,825009S500,右,1,1
进口福特,前保险杠支架（左）,BT4Z17C947B,11,左,前保险杠支架,前保险杠支架（右）,BT4Z17C947A,右,1,1
众泰,前转向灯（左）,T600-4111010001-B11A-2704A,26,左,前转向灯,前转向灯（右）,T600-4111020001-B11A-2704A,右,1,1
东风悦达起亚,前保险杠（左）,K86513D1000,11,左,前保险杠,前保险杠（右）,K86514D1000,右,1,1
一汽大众,后座椅安全带导向板（左）,L3GD885702AJR2,14,左,后座椅安全带导向板,后座椅安全带导向板（右）,L3GD885701AJR2,右,1,1
一汽海马,尾灯支架（左）,0A3040,6,左,尾灯支架,尾灯支架（右）,0A3041,右,1,1
北汽,前雾灯饰条（左）,28030102-B01-B00,16,左,前雾灯饰条,前雾灯饰条（右）,28030202-B01-B00,右,1,1
东风标致,前保险杠支架（左）,7416WX L-DB,11,左,前保险杠支架,前保险杠支架（右）,7416WX R-DB,右,1,1
吉利,后门框密封条（左）,5085012200661,13,左,后门框密封条,后门框密封条（右）,5085012300661,右,1,1
东风,货箱侧防护栏（左）,0I0022,6,左,货箱侧防护栏,货箱侧防护栏（右）,0I0021,右,1,1
东风雪铁龙,引擎盖密封条（左）,7908W1,6,左,引擎盖密封条,引擎盖密封条（右）,7908W0,右,1,1
奇瑞,尾灯支架（左）,J60-5400330-DY,14,左,尾灯支架,尾灯支架（右）,J60-5400340-DY,右,1,1
上汽通用雪佛兰,水箱导流板（左）,5494490,7,左,水箱导流板,水箱导流板（右）,5494491,右,1,1
一汽奥迪,侧围总成（左）,8U0810075,9,左,侧围总成,侧围总成（右）,8U0810076,右,1,1
观致,前叶子板饰条（左）,800000663,9,左,前叶子板饰条,前叶子板饰条（右）,800000662,右,1,1
上汽名爵,后叶子板轮眉（左）,DFK000550IAB,12,左,后叶子板轮眉,后叶子板轮眉（右）,DFK000540IAB,右,1,1
福田,滑门铰链（左）,JYJY13937,9,左,滑门铰链,滑门铰链（右）,JYJY13936,右,1,1
北汽,前保险杠亮条（左）,A00067814,9,左,前保险杠亮条,前保险杠亮条（右）,A00067816,右,1,1
汉腾,前门玻璃绒槽（左）,6107050001-B15,14,左,前门玻璃绒槽,前门玻璃绒槽（右）,6107050002-B15,右,1,1
众泰,车顶导水槽（左）,T6005501101003B11,17,左,车顶导水槽,车顶导水槽（右）,T6005501102003B11,右,1,1
东风日产,地板前地毯（左）,749773DB1A,10,左,地板前地毯,地板前地毯（右）,749763DB1A,右,1,1
上海华普,前叶子板（左）,404100260,9,左,前叶子板,前叶子板（右）,404100270,右,1,1
广汽传祺,后纵梁（左）,4030061ASV0000A00,17,左,后纵梁,后纵梁（右）,4030062ASV0000A00,右,1,1
长安马自达,前保险杠骨架支架（左）,BN8V50161B,10,左,前保险杠骨架支架,前保险杠骨架支架（右）,BN8V50151B,右,1,1
上汽通用别克,前门外拉手固定框（左）,9042967,7,左,前门外拉手固定框,前门外拉手固定框（右）,9042968,右,1,1
江淮,前幅包角（左）,5302100E5020-WV,15,左,前幅包角,前幅包角（右）,5302200E5020-WV,右,1,1
江铃,中立柱外板（左）,540130003,9,左,中立柱外板,中立柱外板（右）,540140003,右,1,1
东风雪铁龙,后门框密封条（左）,YL00842480,10,左,后门框密封条,后门框密封条（右）,YL00842380,右,1,1
长安福特,后叶子板（左）,LK4S71F27847AA,14,左,后叶子板,后叶子板（右）,LK4S71F27846AA,右,1,1
上汽通用凯迪拉克,元宝梁支架（左）,13235087,8,左,元宝梁支架,元宝梁支架（右）,13235088,右,1,1
江西五十铃,货箱铰链（左）,0I0017,6,左,货箱铰链,货箱铰链（右）,0I0018,右,1,1
江淮,侧围窗玻璃饰条（左）,87838-4A300,11,左,侧围窗玻璃饰条,侧围窗玻璃饰条（右）,87848-4A300,右,1,1
东风,前大灯框（左）,62610-1L,8,左,前大灯框,前大灯框（右）,62610-1R,右,1,1
一汽大众,前轮罩（左）,L34D 805 115,12,左,前轮罩,前轮罩（右）,L34D 805 116,右,1,1
特斯拉,前大灯（左）,105357500C,10,左,前大灯,前大灯（右）,105357400C,右,1,1
上汽通用五菱,车顶导水槽（左）,0A2054,6,左,车顶导水槽,车顶导水槽（右）,0A2053,右,1,1
上汽MAXUS大通,驾驶室脚踏板护罩（左）,0A8015,6,左,驾驶室脚踏板护罩,驾驶室脚踏板护罩（右）,0A8016,右,1,1
雷克萨斯,侧气囊碰撞传感器（左）,8427060100,10,左,侧气囊碰撞传感器,侧气囊碰撞传感器（右）,8427060150,右,1,1
进口大众,后下摆臂（左）,7P0505311E,10,左,后下摆臂,后下摆臂（右）,7P0505312E,右,1,1
进口起亚,前大灯喷嘴盖（左）,986802P000,10,左,前大灯喷嘴盖,前大灯喷嘴盖（右）,986902P000,右,1,1
北汽,门槛边梁（左）,0A6032,6,左,门槛边梁,门槛边梁（右）,0A6033,右,1,1
吉普,后座椅安全带（左）,53219209,8,左,后座椅安全带,后座椅安全带（右）,53219207,右,1,1
长安,引擎盖密封条（左）,8410103V01,10,左,引擎盖密封条,引擎盖密封条（右）,8410104V01,右,1,1
长安马自达,行李箱内饰板（左）,BS1A68870,9,左,行李箱内饰板,行李箱内饰板（右）,BS1A68850,右,1,1
上汽大众,车顶行李架（左）,5ND 860 025 03C,15,左,车顶行李架,车顶行李架（右）,5ND 860 026 03C,右,1,1
东风日产,前侧围外板（左）,G60314CLMA-D404,15,左,前侧围外板,前侧围外板（右）,G60304CLMA-D404,右,1,1
上汽大众,后保险杠骨架支架（左）,33D813743,9,左,后保险杠骨架支架,后保险杠骨架支架（右）,33D813744,右,1,1
北京现代,前叶子板后内衬（左）,84141A1000,10,左,前叶子板后内衬,前叶子板后内衬（右）,84142A1000,右,1,1
东风风神,后保险杠支架（左）,6442104,7,左,后保险杠支架,后保险杠支架（右）,6442204,右,1,1
进口道奇,后门玻璃外压条（左）,05076859AE,10,左,后门玻璃外压条,后门玻璃外压条（右）,05076858AE,右,1,1
东风悦达起亚,空气谐振器（左）,K86567D6400,11,左,空气谐振器,空气谐振器（右）,K86568D6400,右,1,1
东风,侧脚踏板（左）,B20-5504131,11,左,侧脚踏板,侧脚踏板（右）,B20-5504130,右,1,1
一汽海马,前下摆臂（左）,FA1434350,9,左,前下摆臂,前下摆臂（右）,FA1434300,右,1,1
上汽名爵,引擎盖铰链（左）,10457978-SEPP,13,左,引擎盖铰链,引擎盖铰链（右）,10457979-SEPP,右,1,1
哈飞,前雾灯框（左）,AB2803B052LH,12,左,前雾灯框,前雾灯框（右）,AB2803B052RH,右,1,1
四川一汽丰田,后门玻璃后导轨（左）,674080R040,10,左,后门玻璃后导轨,后门玻璃后导轨（右）,674070R040,右,1,1
宝骏,前减震器总成（左）,23971007,8,左,前减震器总成,前减震器总成（右）,23971008,右,1,1
江铃,前示宽灯（左）,371210006,9,左,前示宽灯,前示宽灯（右）,371220006,右,1,1
天津一汽丰田,后门三角玻璃饰板（左）,625060D010,10,左,后门三角玻璃饰板,后门三角玻璃饰板（右）,625050D010,右,1,1
长安马自达,前叶子板内衬（左）,BKC3-56-140A,12,左,前叶子板内衬,前叶子板内衬（右）,BKC3-56-130A,右,1,1
知豆,前叶子板（左）,1A31840310100A0,15,左,前叶子板,前叶子板（右）,1A31840310200A0,右,1,1
五菱,空调除霜风道（左）,23892492,8,左,空调除霜风道,空调除霜风道（右）,23892493,右,1,1
昌河铃木,前叶子板轮眉（左）,QA77-5200,9,左,前叶子板轮眉,前叶子板轮眉（右）,QA77-5100,右,1,1
长城,前保险杠下护板（左）,5174011-S08,11,左,前保险杠下护板,前保险杠下护板（右）,5174012-S08,右,1,1
广汽菲亚特,转向横拉杆球头（左）,68224937AA,10,左,转向横拉杆球头,转向横拉杆球头（右）,68224936AA,右,1,1
一汽海马,后门外拉手固定框（左）,MA10-73-41XM1,13,左,后门外拉手固定框,后门外拉手固定框（右）,MA10-72-41XM1,右,1,1
长安福特,前门内扶手安装支架（左）,DK4959YD7L,10,左,前门内扶手安装支架,前门内扶手安装支架（右）,DK4959YD6L,右,1,1
长安铃木,侧围内饰板（左）,7628068K00P4Z,13,左,侧围内饰板,侧围内饰板（右）,7627068K00P4Z,右,1,1
江铃,前保险杠骨架支架（左）,E2-8400150A,11,左,前保险杠骨架支架,前保险杠骨架支架（右）,E2-8400180A,右,1,1
北京汽车,前叶子板内衬（左）,B40235600020AA,14,左,前叶子板内衬,前叶子板内衬（右）,B40235600050AA,右,1,1
上汽大众,侧门槛饰板（左）,18D853855ONV,12,左,侧门槛饰板,侧门槛饰板（右）,18D853856ONV,右,1,1
解放,前幅包角（左）,5301091-E06I,12,左,前幅包角,前幅包角（右）,5301092-E06I,右,1,1
北京奔驰,后门彩条（左）,A1567320111,11,左,后门彩条,后门彩条（右）,A1567320211,右,1,1
北汽,后立柱（左）,0I0038,6,左,后立柱,后立柱（右）,0I0037,右,1,1
华晨宝马,门槛边梁（左）,41117204181,11,左,门槛边梁,门槛边梁（右）,41117204182,右,1,1
长安沃尔沃,后座椅安全带（左）,39808362,8,左,后座椅安全带,后座椅安全带（右）,39808364,右,1,1
一汽佳星,尾灯（左）,DF8363,6,左,尾灯,尾灯（右）,DF8364,右,1,1
一汽奥迪,前立柱外板（左）,0A1001,6,左,前立柱外板,前立柱外板（右）,0A0001,右,1,1
华晨鑫源,后门总成（左）,6201000-D01DY,13,左,后门总成,后门总成（右）,6202000-D01DY,右,1,1
东风标致,前挡风玻璃雨刮臂（左）,6429JA,6,左,前挡风玻璃雨刮臂,前挡风玻璃雨刮臂（右）,6429JC,右,1,1
纳智捷,前大灯（左）,JYJY12801,9,左,前大灯,前大灯（右）,JYJY12802,右,1,1
广汽日野,前叶子板前轮眉（左）,JYJY12749,9,左,前叶子板前轮眉,前叶子板前轮眉（右）,JYJY12748,右,1,1
进口英菲尼迪,发动机前支架（左）,11233HG00B,10,左,发动机前支架,发动机前支架（右）,11232HG00B,右,1,1
金杯,侧围总成（左）,SHH-3014704-01-Y,16,左,侧围总成,侧围总成（右）,SHH-3014705-01-Y,右,1,1
东风英菲尼迪,前座椅侧气囊（左）,KHEH12V70A,10,左,前座椅侧气囊,前座椅侧气囊（右）,KHEH02V70A,右,1,1
宝沃,日间行车灯（左）,V500015357,10,左,日间行车灯,日间行车灯（右）,V500015358,右,1,1
上汽通用凯迪拉克,后保险杠格栅（左）,13502349,8,左,后保险杠格栅,后保险杠格栅（右）,13502347,右,1,1
众泰,前门玻璃外压条（左）,T60061070A0001B11,17,左,前门玻璃外压条,前门玻璃外压条（右）,T60061070B0001B11,右,1,1
上汽通用雪佛兰,引擎盖铰链护罩（左）,JYJY12972,9,左,引擎盖铰链护罩,引擎盖铰链护罩（右）,JYJY12973,右,1,1
夏利,前转向灯（左）,3726300J38-A00,14,左,前转向灯,前转向灯（右）,3726400J38-A00,右,1,1
东风风神,后保险杠泡沫内衬（左）,6441603,7,左,后保险杠泡沫内衬,后保险杠泡沫内衬（右）,6441605,右,1,1
力帆,前门玻璃外压条（左）,PBA6107130B1,12,左,前门玻璃外压条,前门玻璃外压条（右）,PBA6107230B1,右,1,1
比亚迪,日间行车灯（左）,11333280-00,11,左,日间行车灯,日间行车灯（右）,11333281-00,右,1,1
北汽,前叶子板内板（左）,50100030B80B0Y,14,左,前叶子板内板,前叶子板内板（右）,50100040B80B0Y,右,1,1
长丰猎豹,中立柱外板（左）,0A1012,6,左,中立柱外板,中立柱外板（右）,0A0012,右,1,1
吉利,前上摆臂（左）,4017003200,10,左,前上摆臂,前上摆臂（右）,4017003300,右,1,1
讴歌,前雾灯（左）,33950TRNH01,11,左,前雾灯,前雾灯（右）,33900TRNH01,右,1,1
广汽传祺,后叶子板轮眉（左）,7185031ASV0000,14,左,后叶子板轮眉,后叶子板轮眉（右）,7185032ASV0000,右,1,1
广汽传祺,行李箱轮罩装饰板（左）,6235011ASV0000M10,17,左,行李箱轮罩装饰板,行李箱轮罩装饰板（右）,6235021ASV0000M10,右,1,1
汉腾,尾灯支架（左）,2804303001-B15,14,左,尾灯支架,尾灯支架（右）,2804303002-B15,右,1,1
福特,后门（左）,PCM51A24631CC,13,左,后门,后门（右）,PCM51A24630CC,右,1,1
北汽,前门框密封条（左）,116107011IK02,13,左,前门框密封条,前门框密封条（右）,116107012IK02,右,1,1
力帆,引擎盖铰链（左）,CMA8402300,10,左,引擎盖铰链,引擎盖铰链（右）,CMA8402400,右,1,1
长安,前制动钳支架（左）,3501131M01,10,左,前制动钳支架,前制动钳支架（右）,3501231M01,右,1,1
一汽大众,前门玻璃（左）,L5KD 845 201,12,左,前门玻璃,前门玻璃（右）,L5KD 845 202,右,1,1
东风,后转向节（左）,4231001,7,左,后转向节,后转向节（右）,4232001,右,1,1
野马,底大边（左）,XAA5500031C54,13,左,底大边,底大边（右）,XAA5500032C54,右,1,1
金杯,前大灯（左）,SY6480B2D-3711010,17,左,前大灯,前大灯（右）,SY6480B2D-3711020,右,1,1
江铃,前叶子板内衬（左）,8511131,7,左,前叶子板内衬,前叶子板内衬（右）,8511132,右,1,1
上汽通用五菱,后杂物台扬声器（左）,23943014,8,左,后杂物台扬声器,后杂物台扬声器（右）,23943016,右,1,1
一汽海马,前转向节（左）,FA1433031,9,左,前转向节,前转向节（右）,FA1433021,右,1,1
雷克萨斯,前挡风玻璃雨刮片胶条（左）,8521478020,10,左,前挡风玻璃雨刮片胶条,前挡风玻璃雨刮片胶条（右）,8521478010,右,1,1
上汽通用五菱,前保险杠支架（左）,9035828,7,左,前保险杠支架,前保险杠支架（右）,9035829,右,1,1
东风,前保险杠亮条（左）,SX6A-2803113,12,左,前保险杠亮条,前保险杠亮条（右）,SX6A-2803114,右,1,1
一汽奥迪,后座椅安全带锁扣（左）,0B2045,6,左,后座椅安全带锁扣,后座椅安全带锁扣（右）,0B2046,右,1,1
东风本田,滑门玻璃（左）,73450TAEH01,11,左,滑门玻璃,滑门玻璃（右）,73400TAEH01,右,1,1
华晨中华,车顶后导水槽（左）,BJ-4006217-Y,12,左,车顶后导水槽,车顶后导水槽（右）,BJ-4006216-Y,右,1,1
长丰三菱,前保险杠包角（左）,MR520207,8,左,前保险杠包角,前保险杠包角（右）,MR520208,右,1,1
广汽本田,底大边包角（左）,74165TW1H01,11,左,底大边包角,底大边包角（右）,74115TW1H01,右,1,1
天津一汽,前保险杠下护板（左）,52532-TFA00,11,左,前保险杠下护板,前保险杠下护板（右）,52531-TFA00,右,1,1
郑州日产,前下摆臂（左）,545012ZS00,10,左,前下摆臂,前下摆臂（右）,545002ZS00,右,1,1
潍柴,车顶行李架（左）,20000975,8,左,车顶行李架,车顶行李架（右）,20000985,右,1,1
上汽通用凯迪拉克,前雾灯（左）,9062264,7,左,前雾灯,前雾灯（右）,9062263,右,1,1
川崎,后轮罩加强板（左）,55028-0626-739,14,左,后轮罩加强板,后轮罩加强板（右）,55028-0627-739,右,1,1
郑州海马,车顶行李架（左）,SA12-51-T40,11,左,车顶行李架,车顶行李架（右）,SA12-51-T10,右,1,1
知豆,前保险杠格栅（左）,1A31280330000A0,15,左,前保险杠格栅,前保险杠格栅（右）,1A31280320000A0,右,1,1
